ID,jurisdiction,State,Name,Date,source,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Recovered,Staff.Recovered,Residents.Tadmin,Staff.Tested,Residents.Negative,Staff.Negative,Residents.Pending,Staff.Pending,Residents.Quarantine,Staff.Quarantine,Residents.Active,Residents.Tested,Residents.Population,Address,Zipcode,City,County,Latitude,Longitude,County.FIPS,hifld_id,TYPE,SECURELVL,CAPACITY,federal_prison_type,HIFLD.Population,Website,Notes
NA,Prison,Wisconsin,BLACK RIVER CORRECTIONAL CENTER,2020-04-09,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W6898 E STAFFON RD,54615,BLACK RIVER FALLS,JACKSON,44.35786614,-90.65226505,55053,10002556,STATE,MINIMUM,66,private,130,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,NA
NA,Prison,Wisconsin,BLACK RIVER CORRECTIONAL CENTER,2020-04-10,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W6898 E STAFFON RD,54615,BLACK RIVER FALLS,JACKSON,44.35786614,-90.65226505,55053,10002556,STATE,MINIMUM,66,private,130,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,NA
NA,Prison,Wisconsin,BLACK RIVER CORRECTIONAL CENTER,2020-04-11,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W6898 E STAFFON RD,54615,BLACK RIVER FALLS,JACKSON,44.35786614,-90.65226505,55053,10002556,STATE,MINIMUM,66,private,130,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx
NA,Prison,Wisconsin,BLACK RIVER CORRECTIONAL CENTER,2020-04-12,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W6898 E STAFFON RD,54615,BLACK RIVER FALLS,JACKSON,44.35786614,-90.65226505,55053,10002556,STATE,MINIMUM,66,private,130,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx
NA,Prison,Wisconsin,BLACK RIVER CORRECTIONAL CENTER,2020-04-13,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W6898 E STAFFON RD,54615,BLACK RIVER FALLS,JACKSON,44.35786614,-90.65226505,55053,10002556,STATE,MINIMUM,66,private,130,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx
NA,Prison,Wisconsin,BLACK RIVER CORRECTIONAL CENTER,2020-04-14,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W6898 E STAFFON RD,54615,BLACK RIVER FALLS,JACKSON,44.35786614,-90.65226505,55053,10002556,STATE,MINIMUM,66,private,130,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx
NA,Prison,Wisconsin,BLACK RIVER CORRECTIONAL CENTER,2020-04-15,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W6898 E STAFFON RD,54615,BLACK RIVER FALLS,JACKSON,44.35786614,-90.65226505,55053,10002556,STATE,MINIMUM,66,private,130,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx
NA,Prison,Wisconsin,BLACK RIVER CORRECTIONAL CENTER,2020-04-16,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W6898 E STAFFON RD,54615,BLACK RIVER FALLS,JACKSON,44.35786614,-90.65226505,55053,10002556,STATE,MINIMUM,66,private,130,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx
NA,Prison,Wisconsin,BLACK RIVER CORRECTIONAL CENTER,2020-04-17,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W6898 E STAFFON RD,54615,BLACK RIVER FALLS,JACKSON,44.35786614,-90.65226505,55053,10002556,STATE,MINIMUM,66,private,130,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx
NA,Prison,Wisconsin,BLACK RIVER CORRECTIONAL CENTER,2020-04-18,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W6898 E STAFFON RD,54615,BLACK RIVER FALLS,JACKSON,44.35786614,-90.65226505,55053,10002556,STATE,MINIMUM,66,private,130,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx
NA,Prison,Wisconsin,BLACK RIVER CORRECTIONAL CENTER,2020-04-19,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W6898 E STAFFON RD,54615,BLACK RIVER FALLS,JACKSON,44.35786614,-90.65226505,55053,10002556,STATE,MINIMUM,66,private,130,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx
NA,Prison,Wisconsin,BLACK RIVER CORRECTIONAL CENTER,2020-04-20,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W6898 E STAFFON RD,54615,BLACK RIVER FALLS,JACKSON,44.35786614,-90.65226505,55053,10002556,STATE,MINIMUM,66,private,130,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx
NA,Prison,Wisconsin,BLACK RIVER CORRECTIONAL CENTER,2020-04-21,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W6898 E STAFFON RD,54615,BLACK RIVER FALLS,JACKSON,44.35786614,-90.65226505,55053,10002556,STATE,MINIMUM,66,private,130,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx
NA,Prison,Wisconsin,BLACK RIVER CORRECTIONAL CENTER,2020-04-22,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W6898 E STAFFON RD,54615,BLACK RIVER FALLS,JACKSON,44.35786614,-90.65226505,55053,10002556,STATE,MINIMUM,66,private,130,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx
NA,Prison,Wisconsin,BLACK RIVER CORRECTIONAL CENTER,2020-04-23,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W6898 E STAFFON RD,54615,BLACK RIVER FALLS,JACKSON,44.35786614,-90.65226505,55053,10002556,STATE,MINIMUM,66,private,130,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx
NA,Prison,Wisconsin,BLACK RIVER CORRECTIONAL CENTER,2020-04-24,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W6898 E STAFFON RD,54615,BLACK RIVER FALLS,JACKSON,44.35786614,-90.65226505,55053,10002556,STATE,MINIMUM,66,private,130,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx
NA,Prison,Wisconsin,BLACK RIVER CORRECTIONAL CENTER,2020-04-25,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W6898 E STAFFON RD,54615,BLACK RIVER FALLS,JACKSON,44.35786614,-90.65226505,55053,10002556,STATE,MINIMUM,66,private,130,https://doc.wi.gov/Pages/COVID19%28Coronavirus%29/COVID19.aspx,https://doc.wi.gov/Pages/COVID19(Coronavirus)/EmployeeConfirmedCases/COVID19EmployeeConfirmedCases.aspx
