Facility.ID,Jurisdiction,State,Name,Date,source,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Recovered,Staff.Recovered,Residents.Tadmin,Staff.Tested,Residents.Negative,Staff.Negative,Residents.Pending,Staff.Pending,Residents.Quarantine,Staff.Quarantine,Residents.Active,Population.Feb20,Residents.Population,Residents.Tested,Residents.Initiated,Residents.Completed,Residents.Vadmin,Staff.Initiated,Staff.Completed,Staff.Vadmin,Address,Zipcode,City,County,Latitude,Longitude,County.FIPS,HIFLD.ID,jurisdiction_scraper,Description,Security,Age,Gender,Is.Different.Operator,Different.Operator,Capacity,BJS.ID,Source.Population.Feb20,Source.Capacity,Website,ICE.Field.Office
1749,state,Nevada,CARLIN CONSERVATION CAMP,2020-12-04,http://doc.nv.gov/About/Press_Release/covid19_updates/,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,124 SUZIE CREEK RD,89822,CARLIN,ELKO,40.72812676,-116.0837723,32007,10002987,state,Work Camp,NA,NA,NA,NA,NA,150,NA,HIFLD,HIFLD,http://doc.nv.gov/Facilities/CCC_Facility/,NA
1749,state,Nevada,CARLIN CONSERVATION CAMP,2020-12-06,http://doc.nv.gov/About/Press_Release/covid19_updates/,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,124 SUZIE CREEK RD,89822,CARLIN,ELKO,40.72812676,-116.0837723,32007,10002987,state,Work Camp,NA,NA,NA,NA,NA,150,NA,HIFLD,HIFLD,http://doc.nv.gov/Facilities/CCC_Facility/,NA
1749,state,Nevada,CARLIN CONSERVATION CAMP,2020-12-07,http://doc.nv.gov/About/Press_Release/covid19_updates/,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,124 SUZIE CREEK RD,89822,CARLIN,ELKO,40.72812676,-116.0837723,32007,10002987,state,Work Camp,NA,NA,NA,NA,NA,150,NA,HIFLD,HIFLD,http://doc.nv.gov/Facilities/CCC_Facility/,NA
1749,state,Nevada,CARLIN CONSERVATION CAMP,2020-12-09,http://doc.nv.gov/About/Press_Release/covid19_updates/,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,124 SUZIE CREEK RD,89822,CARLIN,ELKO,40.72812676,-116.0837723,32007,10002987,state,Work Camp,NA,NA,NA,NA,NA,150,NA,HIFLD,HIFLD,http://doc.nv.gov/Facilities/CCC_Facility/,NA
1749,state,Nevada,CARLIN CONSERVATION CAMP,2020-12-13,http://doc.nv.gov/About/Press_Release/covid19_updates/,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,124 SUZIE CREEK RD,89822,CARLIN,ELKO,40.72812676,-116.0837723,32007,10002987,state,Work Camp,NA,NA,NA,NA,NA,150,NA,HIFLD,HIFLD,http://doc.nv.gov/Facilities/CCC_Facility/,NA
1749,state,Nevada,CARLIN CONSERVATION CAMP,2020-12-14,http://doc.nv.gov/About/Press_Release/covid19_updates/,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,124 SUZIE CREEK RD,89822,CARLIN,ELKO,40.72812676,-116.0837723,32007,10002987,state,Work Camp,NA,NA,NA,NA,NA,150,NA,HIFLD,HIFLD,http://doc.nv.gov/Facilities/CCC_Facility/,NA
1749,state,Nevada,CARLIN CONSERVATION CAMP,2020-12-16,http://doc.nv.gov/About/Press_Release/covid19_updates/,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,124 SUZIE CREEK RD,89822,CARLIN,ELKO,40.72812676,-116.0837723,32007,10002987,state,Work Camp,NA,NA,NA,NA,NA,150,NA,HIFLD,HIFLD,http://doc.nv.gov/Facilities/CCC_Facility/,NA
1749,state,Nevada,CARLIN CONSERVATION CAMP,2020-12-20,http://doc.nv.gov/About/Press_Release/covid19_updates/,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,124 SUZIE CREEK RD,89822,CARLIN,ELKO,40.72812676,-116.0837723,32007,10002987,state,Work Camp,NA,NA,NA,NA,NA,150,NA,HIFLD,HIFLD,http://doc.nv.gov/Facilities/CCC_Facility/,NA
1749,state,Nevada,CARLIN CONSERVATION CAMP,2020-12-21,http://doc.nv.gov/About/Press_Release/covid19_updates/,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,124 SUZIE CREEK RD,89822,CARLIN,ELKO,40.72812676,-116.0837723,32007,10002987,state,Work Camp,NA,NA,NA,NA,NA,150,NA,HIFLD,HIFLD,http://doc.nv.gov/Facilities/CCC_Facility/,NA
1749,state,Nevada,CARLIN CONSERVATION CAMP,2020-12-22,http://doc.nv.gov/About/Press_Release/covid19_updates/,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,124 SUZIE CREEK RD,89822,CARLIN,ELKO,40.72812676,-116.0837723,32007,10002987,state,Work Camp,NA,NA,NA,NA,NA,150,NA,HIFLD,HIFLD,http://doc.nv.gov/Facilities/CCC_Facility/,NA
