Facility.ID,Jurisdiction,State,Name,Date,source,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Recovered,Staff.Recovered,Residents.Tadmin,Staff.Tested,Residents.Negative,Staff.Negative,Residents.Pending,Staff.Pending,Residents.Quarantine,Staff.Quarantine,Residents.Active,Staff.Active,Population.Feb20,Residents.Population,Residents.Tested,Residents.Initiated,Residents.Completed,Residents.Vadmin,Staff.Population,Staff.Initiated,Staff.Completed,Staff.Vadmin,Address,Zipcode,City,County,Latitude,Longitude,County.FIPS,HIFLD.ID,jurisdiction_scraper,Description,Security,Age,Gender,Is.Different.Operator,Different.Operator,Capacity,BJS.ID,Source.Population.Feb20,Source.Capacity,Website,ICE.Field.Office
174,state,Colorado,ARKANSAS VALLEY CORRECTIONAL FACILITY,2020-05-01,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,12750 HIGHWAY 96 AT LANE 13,81034,ORDWAY,CROWLEY,38.19146827,-103.8421854,08025,10002228,state,Prison,Max/Min,Adult,Male,FALSE,NA,1007,060000000071600000000,Public Records,Public Records,https://www.colorado.gov/pacific/cdoc/address-and-phone-number-information,NA
174,state,Colorado,ARKANSAS VALLEY CORRECTIONAL FACILITY,2020-05-02,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,12750 HIGHWAY 96 AT LANE 13,81034,ORDWAY,CROWLEY,38.19146827,-103.8421854,08025,10002228,state,Prison,Max/Min,Adult,Male,FALSE,NA,1007,060000000071600000000,Public Records,Public Records,https://www.colorado.gov/pacific/cdoc/address-and-phone-number-information,NA
174,state,Colorado,ARKANSAS VALLEY CORRECTIONAL FACILITY,2020-05-03,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,12750 HIGHWAY 96 AT LANE 13,81034,ORDWAY,CROWLEY,38.19146827,-103.8421854,08025,10002228,state,Prison,Max/Min,Adult,Male,FALSE,NA,1007,060000000071600000000,Public Records,Public Records,https://www.colorado.gov/pacific/cdoc/address-and-phone-number-information,NA
174,state,Colorado,ARKANSAS VALLEY CORRECTIONAL FACILITY,2020-05-04,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,12750 HIGHWAY 96 AT LANE 13,81034,ORDWAY,CROWLEY,38.19146827,-103.8421854,08025,10002228,state,Prison,Max/Min,Adult,Male,FALSE,NA,1007,060000000071600000000,Public Records,Public Records,https://www.colorado.gov/pacific/cdoc/address-and-phone-number-information,NA
174,state,Colorado,ARKANSAS VALLEY CORRECTIONAL FACILITY,2020-05-05,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,12750 HIGHWAY 96 AT LANE 13,81034,ORDWAY,CROWLEY,38.19146827,-103.8421854,08025,10002228,state,Prison,Max/Min,Adult,Male,FALSE,NA,1007,060000000071600000000,Public Records,Public Records,https://www.colorado.gov/pacific/cdoc/address-and-phone-number-information,NA
174,state,Colorado,ARKANSAS VALLEY CORRECTIONAL FACILITY,2020-05-06,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,12750 HIGHWAY 96 AT LANE 13,81034,ORDWAY,CROWLEY,38.19146827,-103.8421854,08025,10002228,state,Prison,Max/Min,Adult,Male,FALSE,NA,1007,060000000071600000000,Public Records,Public Records,https://www.colorado.gov/pacific/cdoc/address-and-phone-number-information,NA
174,state,Colorado,ARKANSAS VALLEY CORRECTIONAL FACILITY,2020-05-07,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,12750 HIGHWAY 96 AT LANE 13,81034,ORDWAY,CROWLEY,38.19146827,-103.8421854,08025,10002228,state,Prison,Max/Min,Adult,Male,FALSE,NA,1007,060000000071600000000,Public Records,Public Records,https://www.colorado.gov/pacific/cdoc/address-and-phone-number-information,NA
174,state,Colorado,ARKANSAS VALLEY CORRECTIONAL FACILITY,2020-05-08,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,12750 HIGHWAY 96 AT LANE 13,81034,ORDWAY,CROWLEY,38.19146827,-103.8421854,08025,10002228,state,Prison,Max/Min,Adult,Male,FALSE,NA,1007,060000000071600000000,Public Records,Public Records,https://www.colorado.gov/pacific/cdoc/address-and-phone-number-information,NA
174,state,Colorado,ARKANSAS VALLEY CORRECTIONAL FACILITY,2020-05-09,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,12750 HIGHWAY 96 AT LANE 13,81034,ORDWAY,CROWLEY,38.19146827,-103.8421854,08025,10002228,state,Prison,Max/Min,Adult,Male,FALSE,NA,1007,060000000071600000000,Public Records,Public Records,https://www.colorado.gov/pacific/cdoc/address-and-phone-number-information,NA
174,state,Colorado,ARKANSAS VALLEY CORRECTIONAL FACILITY,2020-05-10,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,12750 HIGHWAY 96 AT LANE 13,81034,ORDWAY,CROWLEY,38.19146827,-103.8421854,08025,10002228,state,Prison,Max/Min,Adult,Male,FALSE,NA,1007,060000000071600000000,Public Records,Public Records,https://www.colorado.gov/pacific/cdoc/address-and-phone-number-information,NA
