Facility.ID,Jurisdiction,State,Name,Date,source,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Recovered,Staff.Recovered,Residents.Tadmin,Staff.Tested,Residents.Negative,Staff.Negative,Residents.Pending,Staff.Pending,Residents.Quarantine,Staff.Quarantine,Residents.Active,Population.Feb20,Residents.Population,Residents.Tested,Residents.Initiated,Residents.Completed,Residents.Vadmin,Staff.Population,Staff.Initiated,Staff.Completed,Staff.Vadmin,Address,Zipcode,City,County,Latitude,Longitude,County.FIPS,HIFLD.ID,jurisdiction_scraper,Description,Security,Age,Gender,Is.Different.Operator,Different.Operator,Capacity,BJS.ID,Source.Population.Feb20,Source.Capacity,Website,ICE.Field.Office
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,2020-04-01,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015,10001045,state,Reception Center,Max,Adult,Male,FALSE,NA,1511,170000000071700000000,Public Records,Public Records,https://www.doc.ks.gov/facilities/index,NA
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,2020-04-02,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015,10001045,state,Reception Center,Max,Adult,Male,FALSE,NA,1511,170000000071700000000,Public Records,Public Records,https://www.doc.ks.gov/facilities/index,NA
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,2020-04-03,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015,10001045,state,Reception Center,Max,Adult,Male,FALSE,NA,1511,170000000071700000000,Public Records,Public Records,https://www.doc.ks.gov/facilities/index,NA
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,2020-04-04,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015,10001045,state,Reception Center,Max,Adult,Male,FALSE,NA,1511,170000000071700000000,Public Records,Public Records,https://www.doc.ks.gov/facilities/index,NA
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,2020-04-05,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015,10001045,state,Reception Center,Max,Adult,Male,FALSE,NA,1511,170000000071700000000,Public Records,Public Records,https://www.doc.ks.gov/facilities/index,NA
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,2020-04-06,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015,10001045,state,Reception Center,Max,Adult,Male,FALSE,NA,1511,170000000071700000000,Public Records,Public Records,https://www.doc.ks.gov/facilities/index,NA
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,2020-04-07,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015,10001045,state,Reception Center,Max,Adult,Male,FALSE,NA,1511,170000000071700000000,Public Records,Public Records,https://www.doc.ks.gov/facilities/index,NA
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,2020-04-08,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015,10001045,state,Reception Center,Max,Adult,Male,FALSE,NA,1511,170000000071700000000,Public Records,Public Records,https://www.doc.ks.gov/facilities/index,NA
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,2020-04-09,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015,10001045,state,Reception Center,Max,Adult,Male,FALSE,NA,1511,170000000071700000000,Public Records,Public Records,https://www.doc.ks.gov/facilities/index,NA
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,2020-04-10,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015,10001045,state,Reception Center,Max,Adult,Male,FALSE,NA,1511,170000000071700000000,Public Records,Public Records,https://www.doc.ks.gov/facilities/index,NA
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,2020-04-11,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015,10001045,state,Reception Center,Max,Adult,Male,FALSE,NA,1511,170000000071700000000,Public Records,Public Records,https://www.doc.ks.gov/facilities/index,NA
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,2020-04-12,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015,10001045,state,Reception Center,Max,Adult,Male,FALSE,NA,1511,170000000071700000000,Public Records,Public Records,https://www.doc.ks.gov/facilities/index,NA
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,2020-04-13,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015,10001045,state,Reception Center,Max,Adult,Male,FALSE,NA,1511,170000000071700000000,Public Records,Public Records,https://www.doc.ks.gov/facilities/index,NA
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,2020-04-14,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015,10001045,state,Reception Center,Max,Adult,Male,FALSE,NA,1511,170000000071700000000,Public Records,Public Records,https://www.doc.ks.gov/facilities/index,NA
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,2020-04-15,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015,10001045,state,Reception Center,Max,Adult,Male,FALSE,NA,1511,170000000071700000000,Public Records,Public Records,https://www.doc.ks.gov/facilities/index,NA
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,2020-04-16,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015,10001045,state,Reception Center,Max,Adult,Male,FALSE,NA,1511,170000000071700000000,Public Records,Public Records,https://www.doc.ks.gov/facilities/index,NA
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,2020-04-17,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015,10001045,state,Reception Center,Max,Adult,Male,FALSE,NA,1511,170000000071700000000,Public Records,Public Records,https://www.doc.ks.gov/facilities/index,NA
538,state,Kansas,EL DORADO CORRECTIONAL FACILITY,2020-04-18,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737 SOUTHEAST UNITED STATES HIGHWAY 54,67042,EL DORADO,BUTLER,37.80325673,-96.81713261,20015,10001045,state,Reception Center,Max,Adult,Male,FALSE,NA,1511,170000000071700000000,Public Records,Public Records,https://www.doc.ks.gov/facilities/index,NA
