Facility.ID,Jurisdiction,State,Name,Date,source,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Recovered,Staff.Recovered,Residents.Tadmin,Staff.Tested,Residents.Negative,Staff.Negative,Residents.Pending,Staff.Pending,Residents.Quarantine,Staff.Quarantine,Residents.Active,Population.Feb20,Residents.Population,Residents.Tested,Residents.Initiated,Residents.Completed,Residents.Vadmin,Staff.Initiated,Staff.Completed,Staff.Vadmin,Address,Zipcode,City,County,Latitude,Longitude,County.FIPS,HIFLD.ID,jurisdiction_scraper,Description,Security,Age,Gender,Is.Different.Operator,Different.Operator,Capacity,BJS.ID,Source.Population.Feb20,Source.Capacity,Website,ICE.Field.Office
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-04,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,NA,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-05,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,NA,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-06,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,NA,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-07,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,NA,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-08,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,NA,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-09,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,NA,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-10,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,NA,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-11,https://www.cor.pa.gov/Pages/COVID-19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2272,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-12,https://www.cor.pa.gov/Pages/COVID-19.aspx,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2270,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-13,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2270,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-14,https://www.cor.pa.gov/Pages/COVID-19.aspx,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2270,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-15,https://www.cor.pa.gov/Pages/COVID-19.aspx,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2264,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-16,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2264,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-17,https://www.cor.pa.gov/Pages/COVID-19.aspx,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2263,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-18,https://www.cor.pa.gov/Pages/COVID-19.aspx,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2260,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-19,https://www.cor.pa.gov/Pages/COVID-19.aspx,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2259,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-20,https://www.cor.pa.gov/Pages/COVID-19.aspx,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2258,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-21,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2258,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-22,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2258,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-23,https://www.cor.pa.gov/Pages/COVID-19.aspx,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2248,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-24,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2248,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-25,https://www.cor.pa.gov/Pages/COVID-19.aspx,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2245,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-26,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2245,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-27,https://www.cor.pa.gov/Pages/COVID-19.aspx,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2243,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-28,https://www.cor.pa.gov/Pages/COVID-19.aspx,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2243,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-29,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2243,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-04-30,https://www.cor.pa.gov/Pages/COVID-19.aspx,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2243,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-05-01,https://www.cor.pa.gov/Pages/COVID-19.aspx,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2237,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
1152,state,Pennsylvania,ALBION CORRECTIONAL FACILITY,2020-05-02,https://www.cor.pa.gov/Pages/COVID-19.aspx,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205,2237,NA,NA,NA,NA,NA,NA,NA,10745 STATE RT 18,16475,ALBION,ERIE,41.87872712,-80.36314055,42049,10000709,state,Prison,Max/Min,Adult,Male,FALSE,NA,2152,NA,Public Records,Public Records,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NA
